Referencia;Categoria;Endereco;Endereco Numero;Endereco Complemento;Dormitorio;Valor venda;Valor Aluguel;Bairro Comercial;Empreendimento;Valor M2 Aluguel;Valor M2 venda;Valor total aluguel;Data cadastro;Data atualizacao;Equipes do Imovel;Corretores do Imovel;Nome;Publicar Viva Real VRSync;Publicar Viva Real VRSync 2;Status;Area Privativa;Tem Placa;Vagas;Suite;Ano de Construção;Lançamento
Excelente oportunidade;Casa;Rua Bela Cintra;1710.0;Av. Ipiranga;3.0;1131800.0;0.0;Santa Cecília;;0.0;15.605.934.210.526;0.0;04/08/2011;03/09/2011;;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;79.0;Espaçoso e iluminado;1.0;1.0;0;Imóvel bem localizado
Imóvel bem localizado;Cobertura;Rua Bela Cintra;1710.0;Av. Ipiranga;3.0;1232100.0;0.0;Santa Cecília;;0.0;15.918.052.631.579;0.0;07/08/2011;06/09/2011;;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;Imóvel bem localizado;Imóvel bem localizado;86.0;Imóvel bem localizado;1.0;1.0;0;Espaçoso e iluminado
Totalmente reformado;Cobertura;Av. Paulista;1710.0;Rua Bela Cintra;3.0;1342800.0;0.0;Vila Mariana;;0.0;15.918.052.631.579;0.0;10/08/2011;09/09/2011;;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;80.0;Espaçoso e iluminado;1.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Ponto Comercial;Av. Ipiranga;1710.0;Rua Oscar Freire;3.0;1083800.0;0.0;Moema;;0.0;15.543.539.473.684;0.0;13/08/2011;12/09/2011;;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;Imóvel bem localizado;Espaçoso e iluminado;81.0;Espaçoso e iluminado;1.0;1.0;0;Espaçoso e iluminado
Imóvel bem localizado;Ponto Comercial;Av. Angélica;1710.0;Av. Ipiranga;4.0;1239600.0;0.0;Pinheiros;;0.0;15.281.328.947.368;0.0;16/08/2011;15/09/2011;;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;Imóvel bem localizado;Espaçoso e iluminado;81.0;Imóvel bem localizado;1.0;1.0;0;Imóvel bem localizado
Moderno e funcional;Sobrado;Av. Paulista;1710.0;Av. Paulista;3.0;1035400.0;0.0;Vila Mariana;;0.0;15.599.697.368.421;0.0;19/08/2011;18/09/2011;;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;Moderno e funcional;71.0;Excelente oportunidade;1.0;1.0;0;Imóvel bem localizado
Imóvel bem localizado;Casa;Av. Angélica;1710.0;Rua Bela Cintra;3.0;1337600.0;0.0;Moema;;0.0;15.599.697.368.421;0.0;22/08/2011;21/09/2011;;Espaçoso e iluminado;Espaçoso e iluminado;Totalmente reformado;Totalmente reformado;Moderno e funcional;72.0;Excelente oportunidade;1.0;1.0;0;Imóvel bem localizado
Totalmente reformado;Cobertura;Rua Oscar Freire;1710.0;Av. Ipiranga;3.0;1274700.0;0.0;Pinheiros;;0.0;16.236.421.052.632;0.0;25/08/2011;24/09/2011;;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;79.0;Espaçoso e iluminado;1.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Cobertura;Av. Angélica;1710.0;Rua Augusta;3.0;1398100.0;0.0;Higienópolis;;0.0;16.236.421.052.632;0.0;28/08/2011;27/09/2011;;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;Imóvel bem localizado;81.0;Imóvel bem localizado;1.0;1.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Cobertura;Rua Augusta;1710.0;Av. Paulista;3.0;1281400.0;0.0;Santa Cecília;;0.0;16.554.776.315.789;0.0;31/08/2011;30/09/2011;;Moderno e funcional;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;71.0;Moderno e funcional;1.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Studio;Rua Bela Cintra;1471.0;Av. Paulista;0.0;309300.0;0.0;Santa Cecília;Moderno e funcional;0.0;14100.0;700.0;02/09/2011;02/10/2011;;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;Imóvel bem localizado;Espaçoso e iluminado;31.0;Moderno e funcional;1.0;0.0;0;Excelente oportunidade
Imóvel bem localizado;Sobrado;Av. Paulista;1710.0;Rua Oscar Freire;1.0;424400.0;0.0;Moema;;0.0;16500.0;0.0;05/09/2011;05/10/2011;;Espaçoso e iluminado;Excelente oportunidade;Espaçoso e iluminado;Totalmente reformado;Imóvel bem localizado;26.0;Excelente oportunidade;0.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Casa;Rua Augusta;1710.0;Rua Augusta;1.0;353000.0;0.0;Tatuapé;;0.0;14700.0;0.0;08/09/2011;08/10/2011;;Espaçoso e iluminado;Moderno e funcional;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;24.0;Espaçoso e iluminado;0.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Casa;Rua Bela Cintra;1710.0;Av. Angélica;1.0;410500.0;0.0;Tatuapé;;0.0;15600.0;0.0;11/09/2011;11/10/2011;;Totalmente reformado;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;23.0;Excelente oportunidade;0.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Casa;Rua Oscar Freire;1710.0;Av. Paulista;1.0;436400.0;0.0;Higienópolis;;0.0;15000.0;0.0;14/09/2011;14/10/2011;;Imóvel bem localizado;Moderno e funcional;Imóvel bem localizado;Imóvel bem localizado;Imóvel bem localizado;24.0;Totalmente reformado;0.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Casa;Rua Augusta;1710.0;Av. Paulista;1.0;381100.0;0.0;Vila Mariana;;0.0;15200.0;0.0;17/09/2011;17/10/2011;;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;Imóvel bem localizado;24.0;Espaçoso e iluminado;0.0;0.0;0;Excelente oportunidade
Excelente oportunidade;Cobertura;Av. Ipiranga;1710.0;Av. Ipiranga;1.0;377500.0;0.0;Vila Mariana;;0.0;14000.0;0.0;20/09/2011;20/10/2011;;Imóvel bem localizado;Imóvel bem localizado;Espaçoso e iluminado;Totalmente reformado;Moderno e funcional;29.0;Excelente oportunidade;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Studio;Av. Paulista;1710.0;Rua Oscar Freire;1.0;413100.0;0.0;Vila Mariana;;0.0;18300.0;0.0;23/09/2011;23/10/2011;;Espaçoso e iluminado;Imóvel bem localizado;Totalmente reformado;Moderno e funcional;Totalmente reformado;27.0;Imóvel bem localizado;0.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Casa;Rua Oscar Freire;1710.0;Rua Augusta;1.0;425900.0;0.0;Santa Cecília;;0.0;13900.0;0.0;26/09/2011;26/10/2011;;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;Moderno e funcional;Imóvel bem localizado;26.0;Espaçoso e iluminado;0.0;0.0;0;Espaçoso e iluminado
Totalmente reformado;Ponto Comercial;Av. Ipiranga;1710.0;Rua Oscar Freire;1.0;379900.0;0.0;Tatuapé;;0.0;16500.0;0.0;29/09/2011;29/10/2011;;Imóvel bem localizado;Excelente oportunidade;Espaçoso e iluminado;Espaçoso e iluminado;Imóvel bem localizado;24.0;Excelente oportunidade;0.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Casa;Av. Paulista;1710.0;Rua Oscar Freire;1.0;441900.0;0.0;Tatuapé;;0.0;17500.0;0.0;02/10/2011;01/11/2011;;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;Totalmente reformado;29.0;Moderno e funcional;0.0;0.0;0;Excelente oportunidade
Imóvel bem localizado;Studio;Rua Oscar Freire;1710.0;Av. Ipiranga;1.0;430100.0;0.0;Vila Mariana;;0.0;18400.0;0.0;05/10/2011;04/11/2011;;Moderno e funcional;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;Totalmente reformado;28.0;Espaçoso e iluminado;0.0;0.0;0;Moderno e funcional
Espaçoso e iluminado;Cobertura;Av. Paulista;1710.0;Rua Bela Cintra;1.0;447000.0;0.0;Higienópolis;;0.0;15.613.074.074.074;0.0;08/10/2011;07/11/2011;;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;Moderno e funcional;Imóvel bem localizado;29.0;Totalmente reformado;0.0;0.0;0;Totalmente reformado
Espaçoso e iluminado;Sobrado;Rua Bela Cintra;1710.0;Rua Bela Cintra;1.0;430000.0;0.0;Tatuapé;;0.0;15300.0;0.0;10/10/2011;09/11/2011;;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;Totalmente reformado;Excelente oportunidade;24.0;Excelente oportunidade;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Cobertura;Rua Bela Cintra;1710.0;Av. Ipiranga;1.0;374900.0;0.0;Vila Mariana;;0.0;19200.0;0.0;13/10/2011;12/11/2011;;Moderno e funcional;Imóvel bem localizado;Imóvel bem localizado;Excelente oportunidade;Imóvel bem localizado;25.0;Excelente oportunidade;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Studio;Av. Paulista;1710.0;Rua Oscar Freire;1.0;409200.0;0.0;Pinheiros;;0.0;14900.0;0.0;16/10/2011;15/11/2011;;Moderno e funcional;Excelente oportunidade;Moderno e funcional;Totalmente reformado;Excelente oportunidade;25.0;Espaçoso e iluminado;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Ponto Comercial;Av. Ipiranga;1710.0;Av. Paulista;1.0;401700.0;0.0;Santa Cecília;;0.0;17000.0;0.0;19/10/2011;18/11/2011;;Moderno e funcional;Moderno e funcional;Moderno e funcional;Totalmente reformado;Excelente oportunidade;24.0;Espaçoso e iluminado;0.0;0.0;0;Totalmente reformado
Totalmente reformado;Studio;Av. Ipiranga;1710.0;Rua Oscar Freire;1.0;341900.0;0.0;Higienópolis;;0.0;17600.0;0.0;22/10/2011;21/11/2011;;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;Excelente oportunidade;25.0;Moderno e funcional;0.0;0.0;0;Imóvel bem localizado
Excelente oportunidade;Sobrado;Rua Bela Cintra;1710.0;Rua Augusta;1.0;445600.0;0.0;Higienópolis;;0.0;14500.0;0.0;25/10/2011;24/11/2011;;Imóvel bem localizado;Imóvel bem localizado;Moderno e funcional;Imóvel bem localizado;Imóvel bem localizado;28.0;Totalmente reformado;0.0;0.0;0;Moderno e funcional
Totalmente reformado;Studio;Av. Paulista;1710.0;Av. Ipiranga;1.0;386400.0;0.0;Tatuapé;;0.0;16200.0;0.0;28/10/2011;27/11/2011;;Imóvel bem localizado;Espaçoso e iluminado;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;28.0;Moderno e funcional;0.0;0.0;0;Totalmente reformado
Moderno e funcional;Ponto Comercial;Rua Bela Cintra;1710.0;Rua Oscar Freire;1.0;381400.0;0.0;Higienópolis;;0.0;14400.0;0.0;31/10/2011;30/11/2011;;Espaçoso e iluminado;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;Moderno e funcional;23.0;Imóvel bem localizado;0.0;0.0;0;Imóvel bem localizado
Imóvel bem localizado;Studio;Rua Augusta;1710.0;Rua Augusta;1.0;357100.0;0.0;Vila Mariana;;0.0;16600.0;0.0;03/11/2011;03/12/2011;;Totalmente reformado;Espaçoso e iluminado;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;28.0;Espaçoso e iluminado;0.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Cobertura;Av. Angélica;1710.0;Rua Oscar Freire;1.0;370500.0;0.0;Tatuapé;;0.0;17100.0;0.0;06/11/2011;06/12/2011;;Moderno e funcional;Excelente oportunidade;Moderno e funcional;Moderno e funcional;Excelente oportunidade;29.0;Excelente oportunidade;0.0;0.0;0;Excelente oportunidade
Espaçoso e iluminado;Ponto Comercial;Rua Augusta;1710.0;Rua Bela Cintra;1.0;391300.0;0.0;Higienópolis;;0.0;18700.0;0.0;09/11/2011;09/12/2011;;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;Excelente oportunidade;28.0;Totalmente reformado;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Sobrado;Av. Paulista;1710.0;Av. Paulista;1.0;454100.0;0.0;Higienópolis;;0.0;16600.0;0.0;12/11/2011;12/12/2011;;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;29.0;Totalmente reformado;0.0;0.0;0;Moderno e funcional
Espaçoso e iluminado;Casa;Rua Oscar Freire;1710.0;Rua Oscar Freire;1.0;459000.0;0.0;Vila Mariana;;0.0;18300.0;0.0;15/11/2011;15/12/2011;;Imóvel bem localizado;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;Totalmente reformado;24.0;Totalmente reformado;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Cobertura;Av. Ipiranga;1710.0;Rua Bela Cintra;1.0;353100.0;0.0;Higienópolis;;0.0;16500.0;0.0;18/11/2011;18/12/2011;;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;Moderno e funcional;Imóvel bem localizado;27.0;Totalmente reformado;0.0;0.0;0;Moderno e funcional
Excelente oportunidade;Cobertura;Rua Oscar Freire;1710.0;Rua Oscar Freire;1.0;358600.0;0.0;Moema;;0.0;14300.0;0.0;20/11/2011;20/12/2011;;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;Totalmente reformado;25.0;Totalmente reformado;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Ponto Comercial;Rua Oscar Freire;1710.0;Rua Augusta;1.0;411500.0;0.0;Higienópolis;;0.0;15.613.074.074.074;0.0;23/11/2011;23/12/2011;;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;Excelente oportunidade;28.0;Moderno e funcional;0.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Studio;Av. Paulista;1710.0;Rua Augusta;1.0;478600.0;0.0;Tatuapé;;0.0;19100.0;0.0;26/11/2011;26/12/2011;;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;26.0;Moderno e funcional;0.0;0.0;0;Totalmente reformado
Totalmente reformado;Cobertura;Rua Augusta;1710.0;Av. Ipiranga;1.0;449400.0;0.0;Pinheiros;;0.0;16800.0;0.0;29/11/2011;29/12/2011;;Moderno e funcional;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;Espaçoso e iluminado;29.0;Imóvel bem localizado;0.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Cobertura;Rua Oscar Freire;1710.0;Av. Paulista;1.0;408500.0;0.0;Vila Mariana;;0.0;15100.0;0.0;02/12/2011;01/01/2012;;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;26.0;Espaçoso e iluminado;0.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Sobrado;Rua Bela Cintra;1710.0;Rua Bela Cintra;1.0;415100.0;0.0;Higienópolis;;0.0;17900.0;0.0;05/12/2011;04/01/2012;;Moderno e funcional;Totalmente reformado;Totalmente reformado;Moderno e funcional;Excelente oportunidade;29.0;Espaçoso e iluminado;0.0;0.0;0;Totalmente reformado
Excelente oportunidade;Ponto Comercial;Rua Augusta;1710.0;Rua Bela Cintra;1.0;348000.0;0.0;Higienópolis;;0.0;15800.0;0.0;08/12/2011;07/01/2012;;Moderno e funcional;Imóvel bem localizado;Moderno e funcional;Excelente oportunidade;Imóvel bem localizado;29.0;Espaçoso e iluminado;0.0;0.0;0;Imóvel bem localizado
Excelente oportunidade;Sobrado;Rua Oscar Freire;1710.0;Av. Angélica;1.0;396000.0;0.0;Higienópolis;;0.0;16600.0;0.0;11/12/2011;10/01/2012;;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;28.0;Excelente oportunidade;0.0;0.0;0;Excelente oportunidade
Moderno e funcional;Casa;Rua Oscar Freire;1710.0;Rua Augusta;1.0;374600.0;0.0;Vila Mariana;;0.0;15900.0;0.0;14/12/2011;13/01/2012;;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;23.0;Totalmente reformado;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Sobrado;Av. Angélica;1710.0;Rua Augusta;1.0;406600.0;0.0;Vila Mariana;;0.0;13700.0;0.0;17/12/2011;16/01/2012;;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Moderno e funcional;Imóvel bem localizado;26.0;Moderno e funcional;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Casa;Rua Oscar Freire;1710.0;Av. Ipiranga;1.0;394600.0;0.0;Pinheiros;;0.0;14900.0;0.0;20/12/2011;19/01/2012;;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;Moderno e funcional;25.0;Imóvel bem localizado;0.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Ponto Comercial;Rua Bela Cintra;1710.0;Av. Angélica;1.0;371500.0;0.0;Moema;;0.0;17200.0;0.0;23/12/2011;22/01/2012;;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;Totalmente reformado;Totalmente reformado;25.0;Espaçoso e iluminado;0.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Studio;Av. Paulista;1710.0;Rua Augusta;1.0;438800.0;0.0;Vila Mariana;;0.0;18400.0;0.0;26/12/2011;25/01/2012;;Totalmente reformado;Totalmente reformado;Imóvel bem localizado;Moderno e funcional;Totalmente reformado;23.0;Imóvel bem localizado;0.0;0.0;0;Espaçoso e iluminado
Totalmente reformado;Studio;Rua Augusta;1710.0;Rua Bela Cintra;1.0;447300.0;0.0;Santa Cecília;;0.0;15200.0;0.0;28/12/2011;27/01/2012;;Moderno e funcional;Excelente oportunidade;Moderno e funcional;Totalmente reformado;Excelente oportunidade;25.0;Imóvel bem localizado;0.0;0.0;0;Totalmente reformado
Totalmente reformado;Casa;Av. Angélica;1710.0;Rua Oscar Freire;1.0;405600.0;0.0;Tatuapé;;0.0;16900.0;0.0;31/12/2011;30/01/2012;;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Excelente oportunidade;Totalmente reformado;26.0;Espaçoso e iluminado;0.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Studio;Av. Ipiranga;1710.0;Rua Oscar Freire;1.0;412900.0;0.0;Tatuapé;;0.0;18000.0;0.0;03/01/2012;02/02/2012;;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Imóvel bem localizado;23.0;Imóvel bem localizado;0.0;0.0;0;Totalmente reformado
Espaçoso e iluminado;Studio;Av. Paulista;1710.0;Av. Paulista;1.0;439600.0;0.0;Moema;;0.0;16800.0;0.0;06/01/2012;05/02/2012;;Espaçoso e iluminado;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;27.0;Totalmente reformado;0.0;0.0;0;Totalmente reformado
Imóvel bem localizado;Studio;Av. Paulista;1710.0;Rua Oscar Freire;1.0;397400.0;0.0;Moema;;0.0;15.613.074.074.074;0.0;09/01/2012;08/02/2012;;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;29.0;Imóvel bem localizado;0.0;0.0;0;Excelente oportunidade
Espaçoso e iluminado;Cobertura;Av. Ipiranga;1710.0;Av. Paulista;1.0;399000.0;0.0;Higienópolis;;0.0;19000.0;0.0;12/01/2012;11/02/2012;;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;25.0;Moderno e funcional;0.0;0.0;0;Espaçoso e iluminado
Imóvel bem localizado;Sobrado;Av. Paulista;1710.0;Av. Angélica;1.0;445200.0;0.0;Santa Cecília;;0.0;15100.0;0.0;15/01/2012;14/02/2012;;Excelente oportunidade;Imóvel bem localizado;Totalmente reformado;Imóvel bem localizado;Espaçoso e iluminado;27.0;Imóvel bem localizado;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Studio;Rua Oscar Freire;380.0;Av. Paulista;2.0;348500.0;0.0;Moema;;0.0;60.833.333.333.333;1100.0;18/01/2012;17/02/2012;;Espaçoso e iluminado;Espaçoso e iluminado;Excelente oportunidade;Espaçoso e iluminado;Moderno e funcional;59.0;Moderno e funcional;1.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Sobrado;Av. Angélica;210.0;Rua Augusta;4.0;23652900.0;0.0;Moema;;0.0;42.990.118.577.075;0.0;21/01/2012;20/02/2012;;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;456.0;Moderno e funcional;6.0;4.0;0;Espaçoso e iluminado
Totalmente reformado;Ponto Comercial;Av. Angélica;425.0;Rua Oscar Freire;2.0;603900.0;0.0;Higienópolis;;0.0;6500.0;200.0;24/01/2012;23/02/2012;;Totalmente reformado;Moderno e funcional;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;72.0;Moderno e funcional;1.0;0.0;0;Moderno e funcional
Excelente oportunidade;Ponto Comercial;Rua Oscar Freire;;Av. Paulista;0.0;362700.0;0.0;Santa Cecília;;0.0;23.169.398.907.104;1800.0;27/01/2012;26/02/2012;;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;Moderno e funcional;Moderno e funcional;211.0;Excelente oportunidade;0.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Sobrado;Av. Angélica;1710.0;Av. Angélica;1.0;418000.0;0.0;Higienópolis;;0.0;18500.0;0.0;30/01/2012;29/02/2012;;Imóvel bem localizado;Excelente oportunidade;Espaçoso e iluminado;Imóvel bem localizado;Espaçoso e iluminado;25.0;Imóvel bem localizado;0.0;0.0;0;Moderno e funcional
Excelente oportunidade;Casa;Rua Bela Cintra;1710.0;Rua Bela Cintra;1.0;430300.0;0.0;Vila Mariana;;0.0;17700.0;0.0;02/02/2012;03/03/2012;;Moderno e funcional;Imóvel bem localizado;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;24.0;Excelente oportunidade;0.0;0.0;0;Totalmente reformado
Moderno e funcional;Casa;Av. Paulista;425.0;Rua Oscar Freire;2.0;591300.0;0.0;Pinheiros;;0.0;7400.0;200.0;04/02/2012;05/03/2012;;Excelente oportunidade;Totalmente reformado;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;76.0;Moderno e funcional;0.0;0.0;0;Excelente oportunidade
Imóvel bem localizado;Cobertura;Av. Ipiranga;59.0;Av. Ipiranga;3.0;731900.0;0.0;Moema;Moderno e funcional;0.0;76.530.612.244.898;1400.0;07/02/2012;08/03/2012;;Moderno e funcional;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;109.0;Totalmente reformado;2.0;1.0;0;Espaçoso e iluminado
Moderno e funcional;Studio;Av. Ipiranga;200.0;Rua Oscar Freire;2.0;230500.0;0.0;Moema;Espaçoso e iluminado;0.0;6000.0;400.0;10/02/2012;11/03/2012;;Moderno e funcional;Moderno e funcional;Totalmente reformado;Moderno e funcional;Moderno e funcional;56.0;Imóvel bem localizado;1.0;0.0;0;Totalmente reformado
Espaçoso e iluminado;Cobertura;Av. Ipiranga;100.0;Av. Paulista;2.0;555300.0;0.0;Higienópolis;;0.0;2100.0;500.0;13/02/2012;14/03/2012;;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;Espaçoso e iluminado;256.0;Excelente oportunidade;0.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Ponto Comercial;Av. Paulista;17.0;Av. Paulista;1.0;0.0;900.0;Pinheiros;Totalmente reformado;0.0;0.0;1400.0;16/02/2012;17/03/2012;;Totalmente reformado;Moderno e funcional;Excelente oportunidade;Moderno e funcional;Totalmente reformado;41.0;Moderno e funcional;0.0;0.0;0;Espaçoso e iluminado
Excelente oportunidade;Studio;Av. Angélica;633.0;Rua Oscar Freire;4.0;1832300.0;0.0;Vila Mariana;;0.0;12000.0;1200.0;19/02/2012;20/03/2012;;Totalmente reformado;Imóvel bem localizado;Moderno e funcional;Excelente oportunidade;Moderno e funcional;186.0;Espaçoso e iluminado;7.0;4.0;0;Imóvel bem localizado
